f00F,f00M,f05F,f05M,f13F,f13M,f25F,f25M,facF,facM,rotulo
60.00,56.00,39.00,43.00,24.00,25.00,124.00,24.00,137.00,21.00,0
37.00,44.00,32.00,27.00,32.00,32.00,53.00,13.00,100.00,14.00,0
158.00,164.00,48.00,53.00,27.00,23.00,94.00,13.00,122.00,16.00,0
30.00,22.00,5.00,10.00,5.00,11.00,12.00,5.00,25.00,6.00,0
61.00,60.00,18.00,23.00,18.00,19.00,29.00,4.00,50.00,1.00,0
86.00,85.00,20.00,23.00,18.00,20.00,51.00,10.00,100.00,8.00,0
30.00,32.00,7.00,7.00,22.00,18.00,51.00,0.00,81.00,2.00,0
507.00,512.00,172.00,171.00,106.00,105.00,248.00,113.00,643.00,112.00,0
18.00,25.00,9.00,6.00,9.00,6.00,20.00,1.00,26.00,3.00,0
104.00,114.00,61.00,63.00,55.00,49.00,61.00,28.00,235.00,28.00,0
214.00,210.00,90.00,96.00,45.00,50.00,96.00,28.00,314.00,30.00,0
9.00,14.00,3.00,6.00,3.00,1.00,4.00,0.00,10.00,0.00,0
552.00,554.00,166.00,169.00,243.00,238.00,866.00,150.00,1117.00,147.00,0
11.00,4.00,1.00,4.00,4.00,5.00,8.00,3.00,27.00,1.00,0
156.00,156.00,70.00,77.00,54.00,57.00,332.00,40.00,389.00,45.00,0
1698.00,1704.00,609.00,616.00,753.00,753.00,2036.00,307.00,2817.00,307.00,0
157.00,156.00,35.00,34.00,39.00,43.00,136.00,12.00,156.00,11.00,0
57.00,49.00,22.00,22.00,30.00,30.00,31.00,10.00,79.00,13.00,0
474.00,479.00,97.00,98.00,176.00,182.00,444.00,64.00,716.00,63.00,0
32.00,25.00,8.00,8.00,12.00,9.00,37.00,9.00,47.00,8.00,0
118.00,126.00,29.00,34.00,40.00,37.00,87.00,34.00,193.00,35.00,0
103.00,96.00,32.00,34.00,78.00,82.00,86.00,44.00,259.00,42.00,0
317.00,314.00,75.00,72.00,137.00,134.00,96.00,10.00,363.00,13.00,0
130.00,129.00,50.00,52.00,44.00,39.00,182.00,25.00,492.00,28.00,0
427.00,421.00,161.00,162.00,173.00,172.00,475.00,62.00,657.00,65.00,0
45.00,41.00,22.00,22.00,10.00,14.00,55.00,12.00,69.00,11.00,0
429.00,430.00,158.00,161.00,156.00,151.00,219.00,102.00,435.00,104.00,0
25.00,29.00,14.00,11.00,14.00,11.00,17.00,2.00,60.00,2.00,0
67.00,63.00,22.00,17.00,15.00,15.00,36.00,6.00,92.00,7.00,0
13.00,5.00,6.00,5.00,4.00,6.00,12.00,1.00,16.00,4.00,0
29.00,22.00,15.00,17.00,15.00,21.00,22.00,4.00,77.00,6.00,0
22.00,25.00,7.00,7.00,6.00,3.00,11.00,2.00,43.00,6.00,0
61.00,58.00,23.00,21.00,16.00,16.00,31.00,15.00,93.00,17.00,0
37.00,43.00,13.00,19.00,9.00,11.00,16.00,8.00,53.00,9.00,0
109.00,117.00,66.00,70.00,33.00,31.00,106.00,28.00,202.00,31.00,0
224.00,224.00,107.00,110.00,106.00,100.00,140.00,73.00,375.00,74.00,0
47.00,51.00,25.00,23.00,15.00,16.00,29.00,13.00,62.00,11.00,0
72.00,80.00,20.00,22.00,14.00,12.00,51.00,9.00,80.00,6.00,0
127.00,133.00,75.00,69.00,26.00,33.00,120.00,7.00,149.00,4.00,0
140.00,137.00,35.00,34.00,71.00,67.00,212.00,29.00,223.00,29.00,0
19.00,24.00,5.00,11.00,11.00,11.00,25.00,8.00,53.00,5.00,0
13.00,16.00,1.00,4.00,5.00,7.00,8.00,3.00,26.00,1.00,0
19.00,27.00,14.00,15.00,8.00,3.00,20.00,2.00,68.00,2.00,0
23.00,15.00,9.00,5.00,9.00,13.00,26.00,0.00,68.00,1.00,0
9.00,8.00,3.00,3.00,5.00,5.00,6.00,2.00,13.00,2.00,0
19.00,29.00,1.00,8.00,4.00,8.00,11.00,6.00,25.00,4.00,0
229.00,233.00,54.00,55.00,92.00,87.00,123.00,39.00,374.00,42.00,0
26.00,26.00,4.00,5.00,8.00,12.00,22.00,5.00,32.00,5.00,0
80.00,78.00,32.00,33.00,40.00,39.00,50.00,18.00,118.00,19.00,0
264.00,261.00,56.00,56.00,123.00,120.00,249.00,31.00,257.00,31.00,0
54.00,46.00,9.00,11.00,13.00,9.00,41.00,8.00,93.00,11.00,0
23.00,29.00,3.00,11.00,5.00,5.00,8.00,2.00,30.00,3.00,0
113.00,117.00,21.00,18.00,49.00,52.00,65.00,21.00,212.00,23.00,0
284.00,289.00,130.00,133.00,76.00,73.00,392.00,12.00,414.00,13.00,0
68.00,72.00,33.00,34.00,26.00,20.00,44.00,22.00,103.00,20.00,0
26.00,25.00,14.00,10.00,13.00,10.00,18.00,2.00,27.00,6.00,0
168.00,172.00,38.00,35.00,36.00,39.00,120.00,44.00,236.00,42.00,0
70.00,77.00,25.00,25.00,29.00,31.00,40.00,11.00,56.00,11.00,0
193.00,200.00,51.00,46.00,56.00,58.00,128.00,30.00,229.00,32.00,0
25.00,33.00,13.00,19.00,21.00,21.00,51.00,7.00,84.00,7.00,0
32.00,31.00,14.00,12.00,17.00,16.00,27.00,6.00,57.00,8.00,0
32.00,27.00,16.00,16.00,10.00,16.00,17.00,1.00,58.00,1.00,0
14.00,8.00,4.00,6.00,6.00,1.00,11.00,1.00,29.00,0.00,0
12.00,17.00,8.00,10.00,14.00,15.00,12.00,4.00,49.00,4.00,0
366.00,372.00,93.00,95.00,235.00,235.00,323.00,107.00,548.00,110.00,0
90.00,94.00,24.00,29.00,66.00,65.00,63.00,13.00,204.00,12.00,0
287.00,285.00,107.00,113.00,73.00,72.00,155.00,55.00,547.00,56.00,0
12.00,17.00,6.00,11.00,11.00,6.00,18.00,6.00,47.00,4.00,0
16.00,11.00,5.00,5.00,8.00,4.00,10.00,2.00,25.00,1.00,0
301.00,301.00,140.00,139.00,98.00,98.00,615.00,105.00,645.00,106.00,0
395.00,395.00,228.00,226.00,195.00,193.00,241.00,30.00,519.00,32.00,0
64.00,63.00,26.00,21.00,55.00,56.00,74.00,12.00,83.00,12.00,0
67.00,59.00,28.00,32.00,30.00,32.00,38.00,14.00,93.00,18.00,0
106.00,116.00,20.00,23.00,28.00,32.00,44.00,3.00,102.00,5.00,0
236.00,231.00,77.00,80.00,63.00,70.00,263.00,58.00,543.00,63.00,0
61.00,59.00,16.00,16.00,20.00,26.00,51.00,2.00,83.00,4.00,0
192.00,186.00,49.00,48.00,77.00,75.00,112.00,12.00,363.00,9.00,0
173.00,167.00,95.00,93.00,110.00,112.00,281.00,54.00,639.00,53.00,0
179.00,179.00,64.00,59.00,90.00,86.00,186.00,21.00,193.00,19.00,0
14.00,15.00,4.00,4.00,10.00,10.00,10.00,0.00,23.00,4.00,0
19.00,12.00,7.00,10.00,15.00,9.00,12.00,6.00,34.00,3.00,0
27.00,20.00,14.00,9.00,13.00,8.00,16.00,0.00,65.00,2.00,0
952.00,958.00,406.00,411.00,269.00,270.00,747.00,79.00,1057.00,83.00,0
76.00,75.00,51.00,54.00,50.00,49.00,51.00,20.00,115.00,24.00,0
288.00,288.00,105.00,107.00,133.00,138.00,219.00,33.00,357.00,38.00,0
64.00,66.00,30.00,30.00,22.00,25.00,70.00,12.00,72.00,16.00,0
252.00,246.00,126.00,130.00,83.00,85.00,278.00,74.00,521.00,76.00,0
119.00,111.00,56.00,61.00,30.00,33.00,53.00,28.00,194.00,33.00,0
12.00,11.00,8.00,15.00,7.00,5.00,12.00,3.00,41.00,3.00,0
72.00,73.00,14.00,11.00,22.00,29.00,41.00,10.00,86.00,8.00,0
54.00,54.00,14.00,20.00,25.00,22.00,48.00,9.00,95.00,8.00,0
97.00,104.00,48.00,44.00,49.00,51.00,79.00,26.00,124.00,30.00,0
234.00,235.00,59.00,56.00,87.00,84.00,81.00,27.00,214.00,25.00,0
8.00,14.00,5.00,3.00,6.00,3.00,9.00,3.00,26.00,2.00,0
46.00,39.00,11.00,14.00,21.00,18.00,26.00,8.00,44.00,6.00,0
124.00,133.00,44.00,46.00,58.00,58.00,217.00,19.00,294.00,16.00,0
45.00,43.00,34.00,40.00,21.00,21.00,49.00,16.00,97.00,21.00,0
121.00,114.00,88.00,92.00,46.00,45.00,213.00,26.00,403.00,26.00,0
71.00,74.00,27.00,22.00,17.00,14.00,61.00,3.00,151.00,5.00,0
87.00,79.00,44.00,47.00,46.00,46.00,92.00,21.00,194.00,21.00,0
30.00,30.00,11.00,7.00,9.00,12.00,32.00,0.00,35.00,4.00,0
26.00,27.00,14.00,13.00,10.00,10.00,19.00,3.00,34.00,3.00,0
100.00,94.00,26.00,26.00,31.00,27.00,89.00,10.00,94.00,14.00,0
34.00,33.00,7.00,4.00,13.00,10.00,16.00,0.00,63.00,2.00,0
75.00,75.00,28.00,29.00,21.00,26.00,51.00,13.00,138.00,13.00,0
72.00,66.00,45.00,39.00,16.00,15.00,46.00,4.00,69.00,4.00,0
188.00,184.00,76.00,77.00,68.00,69.00,167.00,22.00,210.00,26.00,0
105.00,109.00,74.00,76.00,40.00,43.00,132.00,53.00,200.00,52.00,0
42.00,50.00,28.00,25.00,24.00,22.00,36.00,8.00,61.00,8.00,0
58.00,49.00,21.00,20.00,20.00,14.00,27.00,6.00,66.00,7.00,0
66.00,67.00,24.00,26.00,20.00,24.00,65.00,2.00,105.00,2.00,0
910.00,917.00,188.00,183.00,396.00,402.00,938.00,71.00,1880.00,74.00,0
450.00,456.00,250.00,249.00,177.00,177.00,413.00,65.00,470.00,62.00,0
317.00,308.00,150.00,152.00,112.00,107.00,257.00,22.00,305.00,22.00,0
6.00,11.00,3.00,1.00,1.00,1.00,6.00,0.00,10.00,1.00,0
150.00,157.00,60.00,61.00,53.00,51.00,187.00,24.00,246.00,26.00,0
14.00,11.00,5.00,4.00,0.00,7.00,8.00,1.00,14.00,3.00,0
32.00,27.00,13.00,15.00,10.00,10.00,14.00,3.00,55.00,1.00,0
150.00,148.00,67.00,62.00,48.00,45.00,71.00,4.00,240.00,6.00,0
582.00,590.00,199.00,205.00,220.00,226.00,759.00,67.00,909.00,67.00,0
679.00,676.00,292.00,293.00,257.00,258.00,433.00,146.00,1477.00,145.00,0
37.00,42.00,15.00,10.00,7.00,6.00,19.00,7.00,62.00,7.00,0
38.00,34.00,15.00,18.00,21.00,18.00,28.00,10.00,62.00,11.00,0
64.00,63.00,28.00,26.00,36.00,40.00,61.00,8.00,94.00,7.00,0
62.00,58.00,22.00,22.00,28.00,24.00,62.00,13.00,66.00,11.00,0
50.00,56.00,18.00,16.00,8.00,15.00,45.00,14.00,85.00,16.00,0
40.00,40.00,14.00,19.00,12.00,7.00,27.00,2.00,62.00,6.00,0
408.00,404.00,218.00,219.00,164.00,163.00,384.00,21.00,532.00,22.00,0
276.00,270.00,82.00,85.00,89.00,87.00,125.00,18.00,252.00,16.00,0
61.00,69.00,43.00,38.00,31.00,30.00,56.00,22.00,179.00,25.00,0
34.00,34.00,21.00,18.00,12.00,7.00,21.00,4.00,34.00,7.00,0
157.00,160.00,44.00,45.00,58.00,57.00,197.00,12.00,208.00,14.00,0
303.00,296.00,81.00,78.00,84.00,83.00,191.00,46.00,316.00,46.00,0
261.00,263.00,78.00,84.00,48.00,50.00,274.00,41.00,503.00,44.00,0
88.00,86.00,60.00,57.00,34.00,32.00,130.00,14.00,202.00,17.00,0
12.00,20.00,13.00,9.00,6.00,6.00,16.00,0.00,18.00,3.00,0
41.00,47.00,10.00,12.00,15.00,15.00,19.00,9.00,70.00,12.00,0
38.00,33.00,8.00,12.00,15.00,15.00,20.00,2.00,42.00,5.00,0
134.00,131.00,72.00,68.00,32.00,33.00,142.00,29.00,287.00,28.00,0
613.00,621.00,133.00,133.00,267.00,268.00,378.00,79.00,1013.00,77.00,0
234.00,236.00,72.00,71.00,50.00,55.00,174.00,30.00,199.00,29.00,0
858.00,861.00,350.00,348.00,321.00,320.00,1109.00,99.00,3049.00,101.00,0
271.00,271.00,58.00,54.00,55.00,59.00,212.00,56.00,400.00,55.00,0
251.00,253.00,103.00,104.00,124.00,123.00,126.00,35.00,308.00,34.00,0
8.00,6.00,3.00,5.00,0.00,4.00,5.00,3.00,8.00,0.00,0
24.00,32.00,11.00,16.00,7.00,2.00,21.00,2.00,47.00,6.00,0
33.00,34.00,13.00,11.00,18.00,14.00,41.00,5.00,58.00,6.00,0
84.00,83.00,40.00,40.00,44.00,41.00,67.00,2.00,136.00,4.00,0
210.00,215.00,115.00,122.00,108.00,105.00,330.00,33.00,451.00,35.00,0
65.00,63.00,17.00,22.00,30.00,27.00,53.00,12.00,94.00,12.00,0
39.00,35.00,29.00,31.00,16.00,21.00,68.00,8.00,135.00,10.00,0
1264.00,1264.00,632.00,634.00,512.00,514.00,625.00,244.00,1388.00,246.00,0
63.00,73.00,21.00,21.00,14.00,16.00,41.00,7.00,108.00,5.00,0
262.00,263.00,91.00,94.00,101.00,101.00,95.00,14.00,332.00,16.00,0
41.00,44.00,14.00,16.00,6.00,11.00,44.00,1.00,84.00,5.00,0
6.00,9.00,1.00,3.00,5.00,0.00,7.00,2.00,9.00,0.00,0
252.00,260.00,141.00,146.00,71.00,71.00,245.00,67.00,345.00,64.00,0
41.00,36.00,23.00,31.00,15.00,10.00,37.00,15.00,60.00,18.00,0
32.00,30.00,5.00,7.00,11.00,16.00,23.00,8.00,61.00,11.00,0
23.00,27.00,10.00,11.00,9.00,9.00,21.00,5.00,45.00,8.00,0
149.00,144.00,95.00,99.00,98.00,96.00,225.00,6.00,327.00,10.00,0
28.00,22.00,4.00,5.00,8.00,4.00,15.00,0.00,20.00,4.00,0
84.00,89.00,31.00,28.00,24.00,23.00,59.00,10.00,143.00,12.00,0
71.00,68.00,16.00,15.00,36.00,32.00,47.00,20.00,93.00,18.00,0
258.00,261.00,69.00,74.00,44.00,46.00,123.00,17.00,272.00,14.00,0
43.00,38.00,26.00,23.00,18.00,21.00,25.00,3.00,93.00,3.00,0
30.00,26.00,15.00,11.00,12.00,15.00,17.00,2.00,31.00,0.00,0
80.00,89.00,22.00,20.00,26.00,30.00,43.00,13.00,152.00,13.00,0
17.00,20.00,2.00,6.00,6.00,4.00,10.00,4.00,19.00,5.00,0
245.00,238.00,96.00,96.00,50.00,49.00,176.00,31.00,356.00,28.00,0
27.00,26.00,10.00,12.00,16.00,16.00,33.00,4.00,103.00,1.00,0
12.00,12.00,6.00,2.00,4.00,7.00,10.00,2.00,29.00,4.00,0
15.00,15.00,1.00,5.00,6.00,12.00,17.00,4.00,30.00,5.00,0
118.00,113.00,33.00,36.00,92.00,93.00,151.00,10.00,216.00,15.00,0
13.00,18.00,11.00,5.00,8.00,11.00,15.00,2.00,31.00,5.00,0
353.00,346.00,207.00,207.00,115.00,118.00,281.00,109.00,531.00,112.00,0
47.00,57.00,43.00,39.00,35.00,38.00,76.00,19.00,84.00,18.00,0
7.00,9.00,1.00,8.00,4.00,0.00,10.00,1.00,12.00,4.00,0
33.00,38.00,7.00,7.00,14.00,16.00,22.00,4.00,58.00,4.00,0
26.00,32.00,13.00,14.00,14.00,9.00,19.00,4.00,66.00,1.00,0
128.00,120.00,50.00,52.00,46.00,42.00,159.00,11.00,172.00,11.00,0
57.00,51.00,13.00,16.00,13.00,13.00,68.00,12.00,82.00,13.00,0
85.00,83.00,35.00,31.00,25.00,28.00,77.00,22.00,153.00,22.00,0
21.00,17.00,17.00,13.00,16.00,19.00,27.00,3.00,41.00,4.00,0
1278.00,1283.00,589.00,583.00,514.00,508.00,670.00,154.00,2632.00,151.00,0
168.00,166.00,54.00,54.00,77.00,76.00,160.00,22.00,203.00,23.00,0
16.00,25.00,6.00,10.00,13.00,7.00,16.00,1.00,53.00,0.00,0
18.00,23.00,13.00,9.00,10.00,15.00,27.00,4.00,37.00,3.00,0
39.00,34.00,10.00,11.00,6.00,6.00,31.00,6.00,62.00,7.00,0
13.00,12.00,10.00,7.00,6.00,4.00,20.00,1.00,28.00,2.00,0
147.00,152.00,39.00,45.00,48.00,54.00,153.00,56.00,422.00,54.00,0
87.00,93.00,63.00,65.00,33.00,33.00,187.00,29.00,189.00,27.00,0
258.00,259.00,157.00,160.00,80.00,87.00,129.00,71.00,521.00,71.00,0
243.00,247.00,160.00,165.00,80.00,79.00,455.00,47.00,494.00,50.00,0
420.00,422.00,91.00,93.00,91.00,91.00,361.00,35.00,572.00,38.00,0
77.00,77.00,27.00,22.00,39.00,40.00,91.00,26.00,149.00,25.00,0
1166.00,1160.00,613.00,609.00,752.00,748.00,1569.00,66.00,2371.00,69.00,0
6.00,8.00,4.00,2.00,4.00,2.00,5.00,0.00,16.00,3.00,0
44.00,39.00,16.00,14.00,18.00,14.00,36.00,2.00,69.00,1.00,0
236.00,243.00,80.00,78.00,108.00,113.00,104.00,40.00,319.00,43.00,0
23.00,30.00,7.00,14.00,12.00,14.00,24.00,8.00,68.00,8.00,0
24.00,19.00,11.00,13.00,8.00,11.00,25.00,3.00,33.00,1.00,0
34.00,34.00,14.00,13.00,5.00,8.00,18.00,5.00,65.00,5.00,0
17.00,10.00,9.00,8.00,6.00,12.00,14.00,4.00,56.00,1.00,0
149.00,156.00,50.00,47.00,45.00,45.00,108.00,45.00,178.00,48.00,0
39.00,45.00,12.00,11.00,15.00,20.00,49.00,11.00,79.00,10.00,0
149.00,143.00,24.00,28.00,52.00,49.00,179.00,24.00,203.00,25.00,0
6.00,8.00,6.00,0.00,0.00,4.00,8.00,2.00,10.00,2.00,0
167.00,168.00,43.00,45.00,69.00,66.00,110.00,36.00,248.00,34.00,0
69.00,75.00,15.00,14.00,33.00,29.00,74.00,15.00,127.00,15.00,0
45.00,37.00,15.00,14.00,10.00,13.00,25.00,8.00,26.00,7.00,0
103.00,97.00,28.00,32.00,51.00,52.00,62.00,12.00,201.00,13.00,0
22.00,15.00,8.00,6.00,5.00,9.00,8.00,2.00,16.00,6.00,0
306.00,312.00,70.00,70.00,99.00,104.00,220.00,79.00,322.00,77.00,0
184.00,188.00,29.00,29.00,52.00,49.00,195.00,9.00,274.00,10.00,0
212.00,212.00,30.00,33.00,30.00,37.00,186.00,19.00,256.00,17.00,0
24.00,30.00,14.00,14.00,11.00,16.00,31.00,4.00,33.00,7.00,0
20.00,24.00,8.00,10.00,17.00,10.00,25.00,2.00,30.00,0.00,0
189.00,186.00,51.00,54.00,110.00,106.00,165.00,22.00,298.00,20.00,0
42.00,40.00,18.00,15.00,26.00,30.00,42.00,18.00,116.00,15.00,0
6.00,9.00,1.00,7.00,3.00,8.00,10.00,2.00,27.00,0.00,0
133.00,141.00,81.00,82.00,55.00,53.00,226.00,29.00,472.00,32.00,0
14.00,7.00,7.00,1.00,4.00,3.00,6.00,1.00,18.00,0.00,0
20.00,30.00,13.00,15.00,13.00,18.00,26.00,3.00,64.00,3.00,0
108.00,101.00,34.00,35.00,18.00,15.00,53.00,5.00,212.00,6.00,0
86.00,79.00,17.00,23.00,24.00,30.00,90.00,2.00,148.00,5.00,0
9.00,5.00,14.00,14.00,135.00,301.00,14.00,41.00,23.00,41.00,1
7.00,6.00,3.00,4.00,30.00,80.00,1.00,7.00,3.00,7.00,1
0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,1
1.00,1.00,0.00,0.00,10.00,27.00,0.00,1.00,2.00,2.00,1
41.00,36.00,34.00,36.00,209.00,887.00,24.00,57.00,38.00,57.00,1
10.00,13.00,10.00,10.00,64.00,183.00,6.00,14.00,10.00,15.00,1
108.00,113.00,34.00,35.00,664.00,1102.00,57.00,98.00,85.00,99.00,1
1.00,2.00,2.00,4.00,27.00,29.00,2.00,5.00,5.00,6.00,1
51.00,48.00,43.00,44.00,159.00,536.00,28.00,63.00,43.00,64.00,1
1.00,6.00,2.00,3.00,26.00,71.00,1.00,6.00,2.00,8.00,1
15.00,18.00,9.00,11.00,87.00,259.00,7.00,19.00,12.00,20.00,1
15.00,16.00,14.00,14.00,120.00,245.00,11.00,15.00,18.00,15.00,1
14.00,13.00,13.00,13.00,132.00,193.00,12.00,19.00,19.00,21.00,1
3.00,0.00,1.00,1.00,7.00,31.00,0.00,3.00,2.00,3.00,1
4.00,7.00,4.00,4.00,14.00,66.00,1.00,2.00,2.00,4.00,1
5.00,5.00,7.00,8.00,137.00,200.00,7.00,18.00,10.00,20.00,1
184.00,180.00,83.00,83.00,445.00,2182.00,58.00,180.00,88.00,180.00,1
29.00,24.00,13.00,14.00,99.00,219.00,5.00,29.00,7.00,29.00,1
19.00,22.00,13.00,13.00,90.00,225.00,10.00,30.00,15.00,31.00,1
10.00,10.00,6.00,6.00,29.00,113.00,6.00,11.00,9.00,11.00,1
23.00,24.00,49.00,50.00,300.00,766.00,16.00,107.00,24.00,108.00,1
13.00,10.00,2.00,2.00,62.00,98.00,6.00,11.00,9.00,11.00,1
41.00,44.00,24.00,24.00,159.00,323.00,8.00,58.00,13.00,59.00,1
3.00,9.00,10.00,11.00,83.00,137.00,10.00,9.00,15.00,9.00,1
10.00,6.00,2.00,4.00,37.00,110.00,5.00,7.00,10.00,8.00,1
35.00,34.00,23.00,24.00,194.00,693.00,22.00,80.00,34.00,81.00,1
15.00,16.00,3.00,4.00,102.00,190.00,6.00,17.00,10.00,18.00,1
34.00,39.00,20.00,21.00,143.00,330.00,8.00,58.00,14.00,59.00,1
6.00,7.00,5.00,5.00,40.00,73.00,1.00,6.00,2.00,7.00,1
11.00,9.00,4.00,4.00,52.00,165.00,9.00,15.00,14.00,16.00,1
4.00,3.00,10.00,10.00,68.00,146.00,7.00,19.00,12.00,19.00,1
17.00,13.00,3.00,3.00,51.00,178.00,9.00,10.00,15.00,11.00,1
46.00,41.00,27.00,27.00,204.00,383.00,9.00,63.00,14.00,64.00,1
130.00,133.00,66.00,66.00,883.00,1186.00,36.00,174.00,54.00,176.00,1
5.00,10.00,18.00,18.00,76.00,325.00,18.00,33.00,28.00,34.00,1
7.00,9.00,6.00,7.00,24.00,81.00,4.00,13.00,9.00,14.00,1
70.00,75.00,31.00,33.00,689.00,1076.00,22.00,155.00,34.00,156.00,1
25.00,21.00,30.00,31.00,176.00,444.00,13.00,51.00,21.00,52.00,1
3.00,4.00,7.00,7.00,37.00,157.00,6.00,15.00,10.00,15.00,1
18.00,19.00,7.00,8.00,120.00,207.00,8.00,31.00,13.00,32.00,1
116.00,120.00,43.00,43.00,487.00,968.00,59.00,154.00,91.00,155.00,1
8.00,5.00,17.00,18.00,96.00,259.00,16.00,25.00,25.00,26.00,1
25.00,25.00,30.00,30.00,223.00,404.00,11.00,25.00,18.00,25.00,1
9.00,6.00,5.00,5.00,41.00,88.00,2.00,5.00,4.00,5.00,1
10.00,16.00,11.00,12.00,79.00,224.00,10.00,25.00,17.00,25.00,1
51.00,51.00,16.00,16.00,269.00,526.00,31.00,78.00,47.00,78.00,1
64.00,61.00,38.00,39.00,343.00,613.00,40.00,63.00,60.00,63.00,1
81.00,77.00,56.00,57.00,164.00,653.00,44.00,45.00,68.00,47.00,1
8.00,3.00,8.00,10.00,42.00,89.00,3.00,8.00,6.00,8.00,1
2.00,0.00,0.00,1.00,8.00,22.00,0.00,0.00,2.00,1.00,1
234.00,237.00,414.00,416.00,1902.00,4902.00,177.00,502.00,267.00,502.00,1
105.00,103.00,29.00,29.00,593.00,1211.00,58.00,96.00,89.00,97.00,1
8.00,12.00,8.00,9.00,88.00,199.00,5.00,29.00,9.00,29.00,1
18.00,21.00,10.00,11.00,124.00,256.00,16.00,35.00,25.00,35.00,1
130.00,133.00,284.00,285.00,1443.00,2427.00,119.00,305.00,178.00,305.00,1
57.00,54.00,42.00,42.00,210.00,663.00,15.00,81.00,24.00,82.00,1
108.00,112.00,36.00,36.00,338.00,994.00,39.00,93.00,60.00,94.00,1
30.00,33.00,12.00,13.00,181.00,310.00,16.00,18.00,25.00,18.00,1
240.00,242.00,227.00,228.00,1973.00,5288.00,338.00,514.00,507.00,514.00,1
3.00,7.00,5.00,6.00,65.00,138.00,4.00,9.00,8.00,10.00,1
1.00,1.00,1.00,1.00,8.00,24.00,1.00,2.00,2.00,3.00,1
14.00,13.00,8.00,8.00,119.00,311.00,11.00,22.00,17.00,22.00,1
32.00,28.00,22.00,23.00,245.00,515.00,23.00,37.00,36.00,38.00,1
28.00,35.00,17.00,17.00,200.00,350.00,13.00,36.00,22.00,38.00,1
21.00,22.00,14.00,15.00,114.00,258.00,8.00,51.00,13.00,53.00,1
32.00,29.00,55.00,55.00,288.00,537.00,22.00,99.00,34.00,100.00,1
16.00,14.00,7.00,7.00,153.00,283.00,5.00,13.00,9.00,14.00,1
8.00,3.00,15.00,15.00,70.00,144.00,6.00,28.00,11.00,28.00,1
7.00,13.00,25.00,26.00,163.00,258.00,5.00,25.00,9.00,26.00,1
3.00,6.00,3.00,4.00,24.00,91.00,4.00,17.00,7.00,17.00,1
4.00,1.00,4.00,5.00,34.00,72.00,1.00,9.00,2.00,10.00,1
139.00,134.00,102.00,102.00,802.00,1063.00,60.00,112.00,91.00,112.00,1
10.00,5.00,6.00,7.00,35.00,131.00,1.00,16.00,3.00,16.00,1
4.00,7.00,7.00,9.00,61.00,106.00,5.00,16.00,10.00,17.00,1
14.00,20.00,11.00,11.00,184.00,262.00,22.00,54.00,33.00,54.00,1
0.00,6.00,3.00,3.00,20.00,72.00,2.00,7.00,3.00,7.00,1
5.00,1.00,5.00,7.00,35.00,97.00,4.00,7.00,8.00,7.00,1
317.00,318.00,141.00,142.00,1367.00,4007.00,163.00,386.00,246.00,386.00,1
18.00,15.00,18.00,19.00,122.00,337.00,14.00,21.00,22.00,21.00,1
6.00,1.00,3.00,5.00,53.00,178.00,5.00,23.00,9.00,23.00,1
4.00,6.00,2.00,3.00,32.00,79.00,1.00,5.00,3.00,5.00,1
34.00,39.00,10.00,10.00,82.00,353.00,24.00,27.00,37.00,28.00,1
3.00,8.00,4.00,6.00,53.00,59.00,4.00,10.00,9.00,11.00,1
37.00,35.00,23.00,24.00,464.00,749.00,41.00,99.00,61.00,100.00,1
12.00,9.00,4.00,5.00,85.00,207.00,6.00,13.00,11.00,13.00,1
13.00,18.00,8.00,8.00,128.00,278.00,13.00,28.00,22.00,28.00,1
3.00,7.00,3.00,3.00,39.00,155.00,6.00,14.00,10.00,16.00,1
28.00,27.00,10.00,11.00,165.00,340.00,15.00,45.00,25.00,47.00,1
12.00,12.00,4.00,4.00,51.00,153.00,5.00,23.00,9.00,24.00,1
45.00,46.00,94.00,95.00,277.00,848.00,66.00,143.00,100.00,144.00,1
2.00,1.00,1.00,1.00,17.00,31.00,0.00,2.00,2.00,3.00,1
4.00,7.00,8.00,10.00,74.00,96.00,6.00,8.00,11.00,8.00,1
29.00,32.00,29.00,30.00,245.00,348.00,16.00,28.00,25.00,28.00,1
5.00,5.00,2.00,3.00,31.00,93.00,1.00,7.00,2.00,7.00,1
48.00,50.00,37.00,37.00,186.00,484.00,12.00,26.00,20.00,26.00,1
8.00,13.00,17.00,17.00,74.00,229.00,12.00,19.00,19.00,19.00,1
8.00,7.00,8.00,8.00,90.00,173.00,3.00,8.00,6.00,9.00,1
9.00,5.00,6.00,7.00,61.00,141.00,4.00,18.00,7.00,18.00,1
5.00,3.00,1.00,3.00,18.00,48.00,1.00,9.00,4.00,9.00,1
50.00,49.00,20.00,20.00,198.00,547.00,25.00,39.00,40.00,40.00,1
1.00,3.00,1.00,2.00,23.00,60.00,1.00,2.00,2.00,3.00,1
41.00,46.00,51.00,52.00,401.00,723.00,38.00,92.00,59.00,93.00,1
62.00,66.00,27.00,27.00,536.00,878.00,43.00,78.00,64.00,79.00,1
39.00,35.00,43.00,44.00,207.00,611.00,21.00,58.00,32.00,58.00,1
10.00,13.00,6.00,7.00,129.00,351.00,18.00,17.00,29.00,17.00,1
